sku_id,target_gtin,score,source_brand,target_brand,brand_class,matched_rule,source_status,target_status,same_gtin,key_containment,shared_tokens,ratio,token_set_ratio,partial_ratio,levenshtein,tfidf_cosine_char,tfidf_cosine_word,token_jaccard,pair_rows,source_brand_corpus_rows,target_brand_corpus_rows
69888784,647854920407,0.7476968169212341,Dr. Smoothie,Dr. Smoothie,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,dr smoothie,100.0,100.0,100.0,0,1.0,1.0000000000000002,1.0,1,47,47
979292842,4250350519240,0.7473537921905518,Body Attack,Body Attack,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,attack body,100.0,100.0,100.0,0,1.0000000000000002,1.0000000000000002,1.0,1,52,52
87945875,890704002253,0.7471294403076172,RC Cola,Live,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,18.181818181818176,18.181818181818187,33.333333333333336,7,0.0,0.0,0.0,1,73,53
1029228545,614362707226,0.7469336986541748,Barsmith,Barsmith,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,barsmith,100.0,100.0,100.0,0,0.9999999999999996,1.0,1.0,1,57,57
769807373,5449000290823,0.7469302415847778,DubbelFrisss,Damla,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,23.529411764705888,23.529411764705884,33.333333333333336,10,0.015786672190962314,0.0,0.0,1,168,41
93551199,3124480189073,0.7468758821487427,May Tea,May Tea,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,may tea,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,6,258,258
858728998,4260667060786,0.7467118501663208,The Gutsy Captain,4Bro,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,0.0,0.0,0.0,17,0.0,0.0,0.0,1,38,86
122543235,4311501346617,0.7466442584991455,Edeka,Edeka,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,edeka,100.0,100.0,100.0,0,0.9999999999999998,1.0,1.0,1,105,105
1034110917,5060338922066,0.7466426491737366,Tradition,Get More,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,23.529411764705888,23.529411764705884,40.0,9,0.0,0.0,0.0,1,106,94
948958419,708088781575,0.7466219663619995,Jocko,Jocko,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,jocko,100.0,100.0,100.0,0,1.0,1.0,1.0,1,57,57
231929899,5411188129257,0.7464406490325928,Alpro,Alpro,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,alpro,100.0,100.0,100.0,0,1.0,1.0,1.0,1,48,48
416255674,8009490001087,0.7460314035415649,Siracuse,Siracuse,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,siracuse,100.0,100.0,100.0,0,0.9999999999999997,1.0,1.0,1,60,60
998144757,850036444121,0.7458926439285278,Shine Water,Shine Water,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,shine water,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,1,45,45
1003817397,5060524790004,0.745766282081604,Flawsome!,Flawsome!,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,flawsome,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,1,17,17
702798748,810014530482,0.7455943822860718,Oca,A SHOC,evidence_disagreement,"a GTIN group carries more than one brand, so the correct brand is undecidable",confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,44.44444444444444,44.44444444444444,80.0,5,0.0742556338073022,0.0,0.0,1,23,72
482436758,850003560526,0.745405375957489,Repp,3D,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,0.0,0.0,0.0,4,0.0,0.0,0.0,1,16,81
83266210,7316110000889,0.7453790903091431,Fun Light,Fun Light,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,fun light,100.0,100.0,100.0,0,0.9999999999999997,1.0000000000000002,1.0,2,103,103
143150379,8690793010106,0.7451719641685486,Erikli,Erikli,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,erikli,100.0,100.0,100.0,0,1.0,1.0,1.0,5,169,169
145338357,8691530927824,0.7448841333389282,Naren,Arifoglu,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,30.76923076923077,30.769230769230774,57.14285714285714,7,0.012113579260967228,0.0,0.0,1,57,20
841683344,3292481350010,0.7445634007453918,Farm Boy,Rieme,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,30.76923076923077,30.769230769230774,44.44444444444444,7,0.0,0.0,0.0,2,143,18
735740777,7340191129047,0.744392991065979,Mehustamo,Mehustamo,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,mehustamo,100.0,100.0,100.0,0,0.9999999999999998,1.0,1.0,2,58,58
992854293,815154024136,0.7441633939743042,Pure,True North,brand_field_defect,source brand field holds a generic category word,generic_category_word,derived_only_not_independently_checkable,False,False,,28.57142857142857,28.57142857142857,50.0,8,0.013111392885488769,0.0,0.0,2,18,50
902850750,810158583115,0.7437645196914673,George's,Agalima,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,13.33333333333333,13.333333333333329,25.0,8,0.0,0.0,0.0,1,20,41
810773414,707082120328,0.7437394261360168,Oregon Chai,Oregon Chai,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,chai oregon,100.0,100.0,100.0,0,1.0,1.0000000000000002,1.0,1,22,22
962295719,746155811152,0.7436990737915039,Bremner's,L&A,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,16.666666666666664,16.66666666666667,40.0,8,0.0,0.0,0.0,1,19,100
73027471,811538011242,0.742801308631897,José Cuervo,José Cuervo,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,cuervo jose,100.0,100.0,100.0,0,1.0000000000000004,1.0,1.0,2,65,65
914755342,8410408012901,0.7426686882972717,Zingo,Kas,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,0.0,0.0,0.0,5,0.0,0.0,0.0,1,81,127
856949182,811130033512,0.7426414489746094,Dunkin',Victor Allen's,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,19.999999999999996,20.0,25.0,13,0.025242314272310943,0.0,0.0,1,155,57
902979373,10850019179238,0.7424793839454651,Clearly Canadian,Recess,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,18.181818181818176,18.181818181818187,44.44444444444444,14,0.0,0.0,0.0,1,220,59
283686895,5151808487557,0.7424052357673645,Puhdistamo,Puhdistamo,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,puhdistamo,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,1,123,123
249360137,4101130003544,0.742389440536499,Rheinfels Quelle,Rheinfels Quelle,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,quelle rheinfels,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,1,51,51
141909509,4018715527008,0.7423567175865173,Sinalco,Sinalco,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,sinalco,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,1,111,111
981855534,7350116311976,0.7423051595687866,Pureness,Pureness,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,pureness,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,2,39,39
159449556,5060118260203,0.7416824102401733,Cocofina,Cocofina,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,cocofina,100.0,100.0,100.0,0,0.9999999999999996,1.0,1.0,1,74,74
438276139,721866639691,0.7416723370552063,Marcel,Daylesford,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,25.0,25.0,40.0,8,0.0,0.0,0.0,1,129,71
89697839,80015536,0.7415691018104553,Levissima,Levissima,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,levissima,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,1,168,168
718842803,7350126085713,0.7413054704666138,Fun Light,Fun Light,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,fun light,100.0,100.0,100.0,0,0.9999999999999997,1.0000000000000002,1.0,2,103,103
93534941,609311269993,0.7410652041435242,Sir Up,Hip Syrups,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,50.0,50.0,66.66666666666667,6,0.07677452500258702,0.0,0.0,1,51,21
5270811,815298020049,0.7409887313842773,Live,Live,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,live,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,1,53,53
851181878,677937753189,0.7406171560287476,Pibb,Pibb,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,pibb,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,1,74,74
175080540,3760225494035,0.7403968572616577,Les Fees Bio,Cidou,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,23.529411764705888,23.529411764705884,57.14285714285714,12,0.0,0.0,0.0,1,39,62
348818468,8714862616010,0.7402985692024231,Ethiquable,Fruity King,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,19.047619047619047,19.04761904761905,23.529411764705888,10,0.0,0.0,0.0,2,124,95
580667538,129600516787,0.7402104139328003,Nature Blessed,L&A,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,11.764705882352944,11.764705882352942,40.0,13,0.0,0.0,0.0,1,15,100
114282359,706098268871,0.7401558756828308,Coco Rico,Coco Rico,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,coco rico,100.0,100.0,100.0,0,1.0,1.0000000000000002,1.0,1,17,17
809612299,6430065312451,0.7399494647979736,Exotic,Poikain Parhaat,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,19.047619047619047,19.04761904761905,44.44444444444444,14,0.0,0.0,0.0,1,87,43
210057699,786173938622,0.7399104237556458,Possmei,Possmei,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,possmei,100.0,100.0,100.0,0,0.9999999999999997,1.0,1.0,1,21,21
905364999,860004467946,0.7398614883422852,A SHOC,Rambler,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,15.384615384615385,15.384615384615387,25.0,6,0.0,0.0,0.0,1,72,42
95650189,3770000858198,0.7394682168960571,Bio Frutti,Bio Frutti,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,bio frutti,100.0,100.0,100.0,0,0.9999999999999999,1.0000000000000002,1.0,1,33,33
147920571,7313619001461,0.7393603920936584,Brämhults,Brämhults,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,bramhults,100.0,100.0,100.0,0,1.0000000000000007,1.0,1.0,1,251,251
4904204,5017160000028,0.7392092347145081,Hildon,Hildon,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,hildon,100.0,100.0,100.0,0,1.0,1.0,1.0,1,43,43
580678791,7340083444616,0.7389198541641235,Cal Valls,Garant,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,26.66666666666667,26.66666666666667,33.333333333333336,7,0.0,0.0,0.0,1,181,191
508529711,4041685003449,0.7388249635696411,Bio Gourmet,Vitalhaus,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,19.999999999999996,20.0,25.0,10,0.0,0.0,0.0,1,27,134
55602974,7350000550597,0.7381932735443115,Proviva,Proviva,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,proviva,100.0,100.0,100.0,0,1.0,1.0,1.0,1,222,222
520330212,3250390006824,0.738100528717041,Kullamust,Paquito,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,37.5,37.5,50.0,7,0.0,0.0,0.0,1,9,11
816988150,703694611858,0.7379220724105835,Kutztown,Kutztown,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,kutztown,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,1,29,29
466189744,853156007092,0.737774133682251,True North,Yerbae,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,25.0,25.0,40.0,9,0.008220821061866312,0.0,0.0,1,50,98
281664820,8412755108504,0.7375226020812988,Zumosol,Libby's,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,14.28571428571429,14.285714285714292,25.0,7,0.0,0.0,0.0,1,161,30
690232366,688267001352,0.7375117540359497,RC Cola,Peapod,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,15.384615384615385,15.384615384615387,28.57142857142857,6,0.0,0.0,0.0,1,73,180
672078252,5603493001001,0.7374169826507568,Kiviks Musteri,So Natural,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,33.333333333333336,16.66666666666667,42.10526315789473,12,0.0,0.0,0.0,1,261,93
214981461,5060113200747,0.7371633052825928,Kizilay,Eager,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,16.666666666666664,16.66666666666667,28.57142857142857,7,0.0,0.0,0.0,1,117,52
131805237,6415130077169,0.7371225357055664,Mehukatti,Mehukatti,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,mehukatti,100.0,100.0,100.0,0,1.0000000000000007,1.0,1.0,1,109,109
352634480,810158581258,0.7362233400344849,Manzanita Sol,Cock N Bull,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,25.0,16.66666666666667,31.57894736842105,11,0.01102395200249045,0.0,0.0,1,52,142
909572750,8015962000533,0.7361383438110352,SEK,Fiuggi,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,0.0,0.0,0.0,6,0.0,0.0,0.0,1,30,27
749986134,8715600246315,0.736086368560791,Sisi,Sisi,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,sisi,100.0,100.0,100.0,0,1.0,1.0,1.0,2,101,101
20394241,3124480185112,0.7359768152236938,May Tea,May Tea,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,may tea,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,6,258,258
165783191,7613312094464,0.7358275651931763,Olympos,Aroniasaft,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,23.529411764705888,23.529411764705884,28.57142857142857,9,0.0,0.0,0.0,1,114,14
613901951,100142347862,0.7357596158981323,Caffe D'Vita,Starbucks Frappuccino Vanilla,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,29.268292682926834,29.268292682926827,41.666666666666664,23,0.009327650162268138,0.0,0.0,1,14,72
764947215,6408430102419,0.7355902194976807,Valio,Valio,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,valio,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,3,275,275
165916902,3124480189158,0.7355157732963562,May Tea,May Tea,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,may tea,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,6,258,258
49437976,5449000299628,0.7354685068130493,Vio,Vio,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,vio,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,1,114,114
858729213,7610900301638,0.7352261543273926,Emmi,Emmi,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,emmi,100.0,100.0,100.0,0,1.0,1.0,1.0,1,172,172
869480020,8683079425428,0.7349408864974976,Pin,Pin,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,pin,100.0,100.0,100.0,0,0.9999999999999998,1.0,1.0,1,48,48
96265195,54001565,0.7344942092895508,Royal Bliss,Royal Bliss,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,bliss royal,100.0,100.0,100.0,0,1.0000000000000004,1.0,1.0,1,94,94
336020772,7313619001584,0.7343010306358337,God Morgon,God Morgon,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,god morgon,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,3,257,257
245797215,8690088018923,0.734136700630188,Aksu Vital,Aksu Vital,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,aksu vital,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,3,171,171
517435480,3124480189073,0.7339863181114197,May Tea,May Tea,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,may tea,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,6,258,258
19697655,5710176002740,0.7339389324188232,Relentless,Cult,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,28.57142857142857,28.57142857142857,50.0,8,0.0,0.0,0.0,1,118,53
203843461,7350089430704,0.7337026596069336,Clean Drink,Clean Drink,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,clean drink,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,2,101,101
280043335,4088600404004,0.7336503863334656,Proviva,The Juice Company,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,16.666666666666664,16.66666666666667,36.36363636363637,15,0.0,0.0,0.0,1,222,40
67284602,671785100010,0.7334597706794739,Eska,Eska,same_brand_verified,verified brand keys equal,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,eska,100.0,100.0,100.0,0,1.0,1.0,1.0,2,98,98
438179574,3700749300061,0.7333974242210388,Marcel,Marcel,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,marcel,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,4,129,129
952300679,304628333190,0.7330121397972107,Dad's,Ibc,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,0.0,0.0,0.0,5,0.0,0.0,0.0,1,57,81
81938494,9001432018138,0.7319861650466919,Ikea,D'Arbo,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,19.999999999999996,20.0,28.57142857142857,6,0.0,0.0,0.0,1,6,77
948693130,4088600124070,0.7319657802581787,Slimpie,The Juice Company,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,25.0,33.33333333333333,33.333333333333336,14,0.037027640492489564,0.0,0.0,1,106,40
857477196,655466965693,0.7315959930419922,Venom,Full Throttle,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,11.111111111111116,11.111111111111114,33.333333333333336,12,0.0,0.0,0.0,1,58,61
1009974015,3350033594142,0.7315754890441895,Monoprix,Monoprix,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,monoprix,100.0,100.0,100.0,0,0.9999999999999996,1.0,1.0,1,144,144
58781960,73145714,0.7315105199813843,Ramlösa,Ramlösa,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,ramlosa,100.0,100.0,100.0,0,0.9999999999999997,1.0,1.0,1,338,338
75367564,7310070005953,0.7315002679824829,Kotimaista,Ramlösa,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,35.29411764705882,35.294117647058826,50.0,7,0.008274097604451145,0.0,0.0,1,96,338
51415244,7350089431183,0.7312920093536377,Nutramino,Clean Drink,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,40.0,40.0,50.0,9,0.010426806683511492,0.0,0.0,1,57,101
176142885,7311043000418,0.7309391498565674,Bravo,Garant,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,,36.36363636363637,36.36363636363637,44.44444444444444,4,0.02340640136316322,0.0,0.0,1,137,191
56449421,8410409010142,0.7307217121124268,Alvalle,Alvalle,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,alvalle,100.0,100.0,100.0,0,0.9999999999999998,1.0,1.0,1,26,26
931564036,6411301625313,0.7305495738983154,Jacobs,Paulig,different_brand_unverified_hard_negative,brand strings differ; no independent channel available to check either side,unverified_no_independent_evidence,derived_only_not_independently_checkable,False,False,,16.666666666666664,16.66666666666667,25.0,5,0.0,0.0,0.0,1,42,52
339349286,3301591000514,0.7304190397262573,Côteaux Nantais,Côteaux Nantais,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,coteaux nantais,100.0,100.0,100.0,0,1.0000000000000004,1.0,1.0,1,108,108
426237408,7350089430070,0.7304174900054932,Clean Drink,Clean Drink,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,clean drink,100.0,100.0,100.0,0,1.0000000000000002,1.0,1.0,2,101,101
886948923,810095630262,0.7301156520843506,OxyShred,OxyShred,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,oxyshred,100.0,100.0,100.0,0,0.9999999999999998,1.0,1.0,1,28,28
54272430,8715600245318,0.7299312353134155,Sisi,Sisi,same_brand_verified,verified brand keys equal,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,sisi,100.0,100.0,100.0,0,1.0,1.0,1.0,2,101,101
170330818,5603493006549,0.7298429012298584,So Natural,So Natural,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,False,False,natural so,100.0,100.0,100.0,0,0.9999999999999998,1.0000000000000002,1.0,1,93,93
924976629,5060407070681,0.7297930717468262,Sunmagic,Mr. Fitzpatrick's,different_brand_verified_hard_negative,source brand independently corroborated; the two brands differ,confirmed_by_title_only,derived_only_not_independently_checkable,False,False,,33.333333333333336,25.0,37.5,13,0.009020611100236333,0.0,0.0,1,26,34
763759694,6408430102419,0.7296310067176819,Valio,Valio,same_brand_verified,verified brand keys equal,confirmed_by_co_listings,derived_only_not_independently_checkable,True,False,valio,100.0,100.0,100.0,0,0.9999999999999999,1.0,1.0,3,275,275
